benchmark_run,run_index,repetition,requested_source_seconds,actual_source_seconds,reference_seconds,diffusion_steps,submission_seconds,job_seconds,download_seconds,end_to_end_seconds,output_seconds,real_time_factor,output_bytes,peak_amplitude,rms_amplitude,success,error,started_at_utc
followup_high_steps,28,2,10.0,10.0,8.0,60,0.010360540996771306,41.23813920901739,0.006762957986211404,41.25526270800037,9.996190476190476,4.1270984987995805,881708,1.0,0.1775768390294247,true,,2026-09-09T11:05:33.934953+00:00
followup_high_steps,29,3,5.0,5.0,8.0,80,0.013539332983782515,34.93508695802302,0.0054521249840036035,34.95407841599081,4.992290249433107,7.001611819336821,440364,0.999969482421875,0.18238041949881603,true,,2026-09-09T11:06:15.238869+00:00
followup_high_steps,30,3,10.0,10.0,8.0,70,0.011469291988760233,46.548610958008794,0.006695499992929399,46.566775749990484,9.996190476190476,4.65845222346513,881708,1.0,0.1927136962905465,true,,2026-09-09T11:06:50.238374+00:00
followup_high_steps,31,3,10.0,10.0,8.0,80,0.01231954200193286,51.825581790995784,0.00664049998158589,51.8445418329793,9.996190476190476,5.186429966142175,881708,1.0,0.1811170686956653,true,,2026-09-09T11:07:36.842715+00:00
followup_high_steps,32,3,5.0,5.0,8.0,70,0.013991541985888034,30.54603291701642,0.003884749981807545,30.563909208984114,4.992290249433107,6.122222002708027,440364,1.0,0.18156747951246038,true,,2026-09-09T11:08:28.737263+00:00
followup_high_steps,33,3,10.0,10.0,8.0,120,0.011732457991456613,74.37790970900096,0.0065202910045627505,74.39616245799698,9.996190476190476,7.442451465405567,881708,1.0,0.1844047150008584,true,,2026-09-09T11:08:59.344132+00:00
followup_high_steps,34,3,10.0,10.0,8.0,90,0.025954832992283627,57.4303825829993,0.007154042017646134,57.46349145800923,9.996190476190476,5.748539065444902,881708,1.0,0.1892161285747032,true,,2026-09-09T11:10:13.836997+00:00
followup_high_steps,35,3,5.0,5.0,8.0,120,0.013130249979440123,47.73284550002427,0.004569291981169954,47.75054504198488,4.992290249433107,9.564857541567646,440364,1.0,0.1754620851828081,true,,2026-09-09T11:11:11.343527+00:00
followup_high_steps,36,3,10.0,10.0,8.0,110,0.011349124979460612,67.03954158301349,0.004827833006856963,67.0557185409998,9.996190476190476,6.708127331178525,881708,1.0,0.18074564588880193,true,,2026-09-09T11:11:59.136018+00:00
followup_high_steps,37,3,5.0,5.0,8.0,110,0.009874334005871788,45.73864612498437,0.005282166006509215,45.75380262499675,4.992290249433107,9.164892331769426,440364,1.0,0.1783451703824065,true,,2026-09-09T11:13:06.232006+00:00
followup_high_steps,38,3,10.0,10.0,8.0,60,0.01264304100186564,41.03469245901215,0.0051195409905631095,41.05245504100458,9.996190476190476,4.106810003149277,881708,1.0,0.1862226784259117,true,,2026-09-09T11:13:52.060193+00:00
followup_high_steps,39,3,5.0,5.0,8.0,60,0.010318541986634955,27.4300304579956,0.003986958006862551,27.444335957989097,4.992290249433107,5.497343821526704,440364,1.0,0.19187427016339076,true,,2026-09-09T11:14:33.189909+00:00
followup_high_steps,40,3,5.0,5.0,8.0,100,0.009882541984552518,41.45604279200779,0.00414008300867863,41.470065417001024,4.992290249433107,8.306821788198333,440364,1.0,0.18096510666107726,true,,2026-09-09T11:15:00.675643+00:00
followup_high_steps,41,3,10.0,10.0,8.0,100,0.009965374978492036,61.64504129200941,0.005364333017496392,61.6603710000054,9.996190476190476,6.168386961700235,881708,1.0,0.17551523556872536,true,,2026-09-09T11:15:42.187955+00:00
followup_high_steps,42,3,5.0,5.0,8.0,90,0.009968708996893838,37.75920495801256,0.004080999991856515,37.77325466700131,4.992290249433107,7.566317818017613,440364,1.0,0.16865988575092736,true,,2026-09-09T11:16:43.888712+00:00
